id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T13187,Diffusion and Search Dynamics,"This cluster of papers focuses on the dynamics of protein-DNA interactions, including facilitated diffusion, stochastic resetting, search strategies, and Lévy walk patterns. It explores how proteins find their specific sites on DNA, the kinetics of target site localization, and the behavior of transcription factors at the single-molecule level in living cells.",29741,245163,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1312,Molecular Biology,Protein-DNA Interaction; Facilitated Diffusion; Stochastic Resetting; Search Strategies; Lévy Walk Patterns; Target Localization; Transcription Factor Dynamics; DNA-Binding Proteins; Kinetics of Protein-DNA Interaction; Single-Molecule Measurements,
T13645,Thermodynamic and Structural Properties of Metals and Alloys,"This cluster of papers focuses on the thermodynamic and transport properties of liquid alloys, including surface tension, thermal conductivity, density, phase diagrams, superconducting state parameters, electrical resistivity, and diffusion coefficients. The research covers a wide range of alloy systems and temperature ranges, aiming to understand the behavior and characteristics of liquid alloys.",29701,302281,domains/3,Physical Sciences,fields/22,Engineering,subfields/2210,Mechanical Engineering,Liquid Alloys; Thermodynamic Properties; Transport Properties; Surface Tension; Thermal Conductivity; Density; Phase Diagrams; Superconducting State Parameters; Electrical Resistivity; Diffusion Coefficients,
T14267,Technology in Education and Healthcare,"This cluster of papers explores the intersection of education and technology, including topics such as gender bias in physics grading, the role of teaching experience, digitalization of public discourse, sustainable development goals in the context of the COVID-19 pandemic, and the impact of remote education on society. It also delves into the use and impact of Information and Communication Technologies (TICs) in various educational settings.",29695,5266,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Education; Technology; Gender Bias; Digitalization; Distance Learning; TICs; Teaching Experience; Sustainable Development Goals; Remote Education; Social Impact,
T12896,Sustainable Agricultural Systems Analysis,"This cluster of papers focuses on the evaluation of environmental impact and sustainability of agricultural systems at the farm level. It includes the development and comparison of indicator-based methods, assessment frameworks, and tools for measuring sustainability in agri-environmental systems. The papers cover a wide range of topics such as multi-criteria assessment, livestock farming, sustainable development, and integrated assessment for rural planning.",29693,137560,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2304,Environmental Chemistry,Agricultural Sustainability; Environmental Impact; Farm Level Assessment; Sustainability Indicators; Agri-environmental Systems; Multi-criteria Assessment; Livestock Farming; Sustainable Development; Integrated Assessment; Rural Planning,
T12584,Hospitality and Tourism Education,"This cluster of papers explores the challenges and trends in tourism education and hospitality management, focusing on topics such as career perceptions, internship programs, industry expectations, and workforce research. It delves into the perceptions and attitudes of students towards working in the tourism industry, as well as the competencies and skills required for success in hospitality management. The papers also address the evolving landscape of human resources in the tourism sector and the employability of graduates.",29628,119229,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1409,"Tourism, Leisure and Hospitality Management",Tourism Education; Hospitality Management; Career Perceptions; Internship Programs; Human Resources; Competency Model; Workforce Research; Industry Expectations; Student Perspectives; Employability,
T13333,American Political and Social Dynamics,"This cluster of papers explores the cultural, social, and political transformations in America during the 1960s and 1970s. It delves into topics such as the counterculture, civil rights movement, political activism, conservatism, and the impact of events like the Vietnam War on American society.",29623,100621,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1202,History,Sixties; Seventies; Cultural Revolution; Political Activism; Counterculture; Civil Rights; Social Change; Conservatism; Vietnam War; Youth Movement,
T12490,Software Engineering and Design Patterns,"This cluster of papers explores the impact of the garment industry in developing countries, with a focus on labor conditions, socio-economic effects, supply chain management, worker health, trade regulations, and ethical trading initiatives. It also delves into the challenges and opportunities faced by women workers in this industry. The research covers various aspects such as globalization effects, business strategies, and the role of the industry in the global economy.",29612,95064,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3303,Development,Garment Industry; Labor Conditions; Socio-Economic Impact; Supply Chain Management; Worker Health; Trade Regulations; Globalization Effects; Business Strategies; Ethical Trading Initiatives; Women Workers,
T11564,Mathematical Inequalities and Applications,"This cluster of papers explores matrix inequalities, geometric means, fractional integrals, Hermite-Hadamard inequalities, convex functions, Riemannian geometry, quantum calculus, complete monotonicity, operator inequalities, and the gamma function.",29600,239496,domains/3,Physical Sciences,fields/26,Mathematics,subfields/2604,Applied Mathematics,Matrix Inequalities; Geometric Means; Fractional Integrals; Hermite-Hadamard Inequalities; Convex Functions; Riemannian Geometry; Quantum Calculus; Complete Monotonicity; Operator Inequalities; Gamma Function,
T13209,Cold Fusion and Nuclear Reactions,"This cluster of papers explores piezonuclear reactions, including neutron emissions from brittle rocks, laboratory experiments on piezonuclear fission reactions, and their potential connection to the Shroud of Turin. It also covers topics such as deep learning-based pill recognition systems, low energy nuclear reactions, and deuterium gas permeation effects on elemental analysis.",29597,59718,domains/3,Physical Sciences,fields/19,Earth and Planetary Sciences,subfields/1906,Geochemistry and Petrology,Piezonuclear Reactions; Neutron Emissions; Shroud of Turin; Deep Learning; Nuclear Fusion; Correlated States; Pill Recognition; Low Energy Nuclear Reactions; Deuterium Permeation; Electromagnetic Emissions,
T14436,Employee Performance and Leadership,"This cluster of papers explores the impact of leadership styles, skills, and organizational factors on the performance and innovation capability of various institutions, including schools, universities, industries, and public services. It investigates the mediating effects of job satisfaction, knowledge sharing, and work-family conflict on employee performance. The research also delves into the influence of psychological capital and the readiness for change mentality during the Covid-19 pandemic.",29559,64702,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1407,Organizational Behavior and Human Resource Management,Leadership; Skills; Organizational Performance; Innovation Capability; Knowledge Sharing; Job Satisfaction; Transformational Leadership; Employee Performance; Work-Family Conflict; Psychological Capital,
T12419,Phonocardiography and Auscultation Techniques,"This cluster of papers focuses on the analysis, classification, and diagnostic aid of cardiac and respiratory sounds. It covers topics such as heart sound segmentation, lung sound classification, machine learning applications, auscultation skills, and the use of artificial neural networks for pathology detection.",29553,208037,domains/4,Health Sciences,fields/27,Medicine,subfields/2740,Pulmonary and Respiratory Medicine,Heart Sound; Lung Sound; Auscultation; Classification; Machine Learning; Signal Analysis; Diagnostic Aid; Respiratory Pathologies; Artificial Neural Network; Deep Learning,
T13659,Ombudsman and Human Rights,"This cluster of papers focuses on the global expansion and role of National Human Rights Institutions (NHRIs) in promoting good governance, human rights protection, and civil society engagement. It explores the intersection of NHRIs with administrative law, international law, and sustainable development, emphasizing their impact on global governance and judicial review.",29543,28553,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,National Human Rights Institutions; Global Governance; Administrative Law; Good Administration; Civil Society Engagement; Human Rights Protection; Judicial Review; International Law; Ombudsman Institution; Sustainable Development,
T12384,Customer churn and segmentation,"This cluster of papers focuses on customer equity management and prediction, utilizing data mining, machine learning, and segmentation techniques to understand customer churn, lifetime value, and profitability. It explores the impact of marketing strategies on customer retention and financial performance in various industries, particularly in telecommunications.",29487,143270,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1406,Marketing,Customer Equity; Churn Prediction; Data Mining; Customer Lifetime Value; Marketing Strategy; Segmentation; Machine Learning; Telecommunications; Customer Retention; Financial Performance,
T12900,Organ and Tissue Transplantation Research,"This cluster of papers covers a wide range of topics related to advancements in transplantation procedures and outcomes, including uterus, face, hand, and composite tissue transplantation. It discusses clinical outcomes, rejection patterns, immunosuppression strategies, psychological aspects, and ethical considerations in the field of transplantation.",29470,171623,domains/4,Health Sciences,fields/27,Medicine,subfields/2747,Transplantation,Transplantation; Uterus; Face; Hand; Composite Tissue; Rejection; Immunosuppression; Clinical Outcomes; Psychological Aspects; Ethical Considerations,
T12065,Hippo pathway signaling and YAP/TAZ,"This cluster of papers explores the role of the Hippo signaling pathway, particularly the involvement of YAP/TAZ, in mechanotransduction, cell proliferation, tissue growth control, organ size control, and its implications in cancer and stem cell regulation.",29433,946888,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1307,Cell Biology,Hippo Pathway; YAP/TAZ; mechanotransduction; cell proliferation; tissue growth control; organ size control; cancer; regulation; mechanobiology; stem cells,
T13557,Environmental and sustainability education,"This cluster of papers covers a wide range of topics related to environmental education, sustainability, ecological economics, and social responsibility. It explores issues such as climate change, ecosystem management, sustainable development, community engagement, and biodiversity conservation. The papers also discuss the challenges posed by globalization and the importance of integrating environmental education into various fields.",29410,15801,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2308,"Management, Monitoring, Policy and Law",Environmental Education; Sustainability; Ecological Economics; Social Responsibility; Climate Change; Ecosystem Management; Sustainable Development; Community Engagement; Biodiversity Conservation; Globalization,
T13060,Adventure Sports and Sensation Seeking,"This cluster of papers explores the psychological, sociocultural, and environmental aspects of extreme sports such as surfing, parkour, rock climbing, and skydiving. It delves into topics such as sensation seeking, risk-taking behavior, gender dynamics within these sports, the impact on youth engagement, environmental activism, and the role of these activities in shaping social identity. The papers also discuss the emotional and spiritual experiences associated with participation in extreme sports.",29386,170165,domains/2,Social Sciences,fields/32,Psychology,subfields/3207,Social Psychology,Sensation Seeking; Risk-Taking Behavior; Gender Dynamics; Adventure Tourism; Youth Engagement; Environmental Activism; Parkour; Surfing Culture; Social Identity; Emotion Regulation,
T11321,Error Correcting Code Techniques,"This cluster of papers focuses on the design, analysis, and implementation of Low-Density Parity-Check (LDPC) codes and Polar codes for efficient and reliable channel coding. The papers cover topics such as factor graphs, sum-product algorithm, belief propagation, iterative decoding, capacity-achieving codes, stochastic computing, and error correction techniques.",29368,360145,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1705,Computer Networks and Communications,LDPC Codes; Polar Codes; Factor Graphs; Sum-Product Algorithm; Belief Propagation; Channel Coding; Iterative Decoding; Capacity-Achieving Codes; Stochastic Computing; Error Correction,
T14433,Post-Communist Economic and Political Transition,"This cluster of papers focuses on the economic and political transition in post-communist countries, particularly in Eastern Europe and China. It covers topics such as post-communist transition, economic recession, market economy, institutional economics, societal resilience, globalization, agricultural development, financial system stability, innovation systems, and European integration.",29327,89346,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3320,Political Science and International Relations,Post-Communist Transition; Economic Recession; Market Economy; Institutional Economics; Societal Resilience; Globalization; Agricultural Development; Financial System Stability; Innovation Systems; European Integration,
T14502,High-Voltage Power Transmission Systems,"This cluster of papers focuses on the research, development, and application of Ultra High Voltage (UHV) transmission technology in China. It covers topics such as UHVDC and UHVAC transmission, reactive power optimization, series compensation, smart grid development, transformer technology, and nanoparticle applications in power systems. The research is aimed at addressing the challenges and prospects of implementing UHV transmission for building a stronger and smarter power grid in China.",29317,48184,domains/3,Physical Sciences,fields/22,Engineering,subfields/2208,Electrical and Electronic Engineering,UHV Transmission; Power System Technology; HVDC Transmission; Reactive Power Optimization; Series Compensation; Electrochemical Electrode; Grid Integrated Control; Transformer Technology; Smart Grid Development; Nanoparticle Applications,
T13153,Rousseau and Enlightenment Thought,"This cluster of papers revolves around the works and philosophy of Jean-Jacques Rousseau, focusing on topics such as education, compassion, the general will, citizenship, and the Enlightenment. It explores Rousseau's influence on storytelling, political theory, and his critique of inequality.",29299,37093,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1211,Philosophy,Rousseau; Enlightenment; Education; Philosophy; Social Contract; Compassion; General Will; Citizenship; Emile; Storytelling,
T12888,Military Strategy and Technology,"This cluster of papers focuses on the intersection of network centric warfare, organizational design, decision making, and command and control in military operations. It explores topics such as information superiority, autonomous systems, crisis management, and simulation modeling to support decision-making processes in complex military environments.",29292,34310,domains/3,Physical Sciences,fields/22,Engineering,subfields/2207,Control and Systems Engineering,Network Centric Warfare; Organizational Design; Decision Making; Command and Control; Military Operations; Information Superiority; Autonomous Systems; Crisis Management; Simulation Modeling; Fuzzy-Based Decision Support,
T13220,Plant and Fungal Interactions Research,"This cluster of papers explores the role of mycoviruses in fungal symbiosis and pathogenesis, particularly focusing on their interactions with plant pathogenic fungi, hypovirulence induction, RNA silencing mechanisms, and potential for biological control. It also delves into topics such as viral RNA-dependent RNA polymerases, horizontal gene transfer, endogenization of viral genomes, and the specific case study of chestnut blight caused by Cryphonectria parasitica.",29252,216902,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1310,Endocrinology,Mycoviruses; Fungal Symbiosis; Plant Pathogenic Fungi; Hypovirulence; Viral RNA-dependent RNA Polymerases; Horizontal Gene Transfer; Endogenization; RNA Silencing; Biological Control; Chestnut Blight,
T14513,"Leadership, Courage, and Heroism Studies","This cluster of papers explores the psychology of heroism and courage, including topics such as the nature of heroism, differentiating heroic action and altruism, workplace courage, leadership, moral education, and the role of psychological capital in fostering courage. It delves into the societal construction of heroism, the impact of gender on perceptions of heroism, and the relationship between fear, resilience, and heroic behavior.",29218,131491,domains/2,Social Sciences,fields/32,Psychology,subfields/3207,Social Psychology,Heroism; Courage; Altruism; Psychological Capital; Social Courage; Workplace Courage; Leadership; Moral Education; Positive Psychology; Humanistic Psychology,
T11892,Kawasaki Disease and Coronary Complications,"This cluster of papers focuses on Kawasaki disease, particularly its diagnosis, treatment, and long-term management. It also explores the association of Kawasaki disease with multisystem inflammatory syndrome, coronary artery abnormalities, and the impact of SARS-CoV-2 on pediatric inflammatory syndrome. The papers cover epidemiological features, immunological aspects, and treatment guidelines for this condition.",29109,336325,domains/4,Health Sciences,fields/27,Medicine,subfields/2746,Surgery,Kawasaki Disease; Multisystem Inflammatory Syndrome; Coronary Artery Abnormalities; Intravenous Immunoglobulin; SARS-CoV-2; Pediatric Inflammatory Syndrome; Cardiac Manifestations; Epidemiology; Immunological Features; Treatment Guidelines,
T12198,Oral health in cancer treatment,"This cluster of papers focuses on the pathobiology, incidence, severity, and management of mucositis, including its impact on patients undergoing cancer therapy such as radiotherapy and chemotherapy. It covers topics such as oral complications, osteoradionecrosis, prevention strategies, and the development of clinical practice guidelines. The cluster also addresses the quality of life and economic outcomes associated with mucositis in cancer patients.",29104,298265,domains/4,Health Sciences,fields/27,Medicine,subfields/2740,Pulmonary and Respiratory Medicine,Mucositis; Radiotherapy; Chemotherapy; Oral Complications; Osteoradionecrosis; Prevention; Management; Cancer Therapy; Clinical Practice Guidelines; Quality of Life,
T12726,Philosophical and Cultural Analysis,"This cluster of papers explores the intersection of biopolitics, philosophy, and the concept of life, delving into topics such as violence, ethics, history, society, culture, literature, and education. It encompasses a wide range of interdisciplinary perspectives on the governance and understanding of life in various contexts.",29040,13072,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1211,Philosophy,Biopolitics; Philosophy; Life; Violence; Ethics; History; Society; Culture; Literature; Education,
T14106,Environmental and Sediment Control,"This cluster of papers focuses on the science-policy integration and environmental management related to water resources, particularly in the context of the EU Water Framework Directive. It covers a wide range of topics including sediment dredging, pollutant load assessment, data mining for productivity prediction, and the development of technology assessment frameworks for sustainable water resource management.",29029,31492,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2308,"Management, Monitoring, Policy and Law",Water Framework Directive; Environmental Management; Sediment Dredging; Pollutant Load; Science-Policy Interfacing; Data Mining; Wastewater Treatment; Ecosystem Management; Groundwater Monitoring; Environmental Monitoring,
T12312,"Culture, Economy, and Development Studies","This cluster of papers explores the influence of culture, institutions, and historical legacies on economic and social development. It delves into topics such as the impact of ethnic diversity, religion, colonial legacy, and social capital on economic growth, trust, and human capital formation. The role of cultural norms, language, and historical experiences in shaping institutions and development outcomes is a central theme.",28997,493064,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3317,Demography,Culture; Institutions; Economic Development; Ethnic Diversity; Religion; Colonial Legacy; Social Capital; Trust; Human Capital; Historical Impact,
T14234,Data Privacy and Cybersecurity,"This cluster of papers covers a wide range of topics related to the protection of education rights, privacy, and data protection. It includes discussions on inclusive education, digital libraries, constitutional amendments for education rights, special education, and the intersection of human rights with education and privacy. The cluster also explores issues such as child welfare, interoperability in education technology, and the legal aspects of privacy protection in the digital age.",28991,6779,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3308,Law,Education Rights; Privacy Protection; Digital Libraries; Inclusive Education; Human Rights; Data Protection; Interoperability; Child Welfare; Constitutional Amendments; Special Education,
T12549,Image and Object Detection Techniques,"This cluster of papers focuses on robust line and curve detection using the Hough Transform, including techniques for line detection, circle and ellipse fitting, randomized algorithms, computer vision applications, edge detection, geometric fitting, and statistical optimization.",28951,304695,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1707,Computer Vision and Pattern Recognition,Hough Transform; Line Detection; Circle Fitting; Ellipse Detection; Randomized Algorithm; Computer Vision; Edge Detection; Geometric Fitting; Real-time Detection; Statistical Optimization,
T12280,Magnesium in Health and Disease,"This cluster of papers explores the role of magnesium in human health and disease, focusing on topics such as TRPM7 channels, hypomagnesemia, metabolic syndrome, diabetes, inflammation, cardiovascular disease, ion channel function, nutrition, and plant physiology.",28943,385267,domains/4,Health Sciences,fields/29,Nursing,subfields/2916,Nutrition and Dietetics,Magnesium; TRPM7; Hypomagnesemia; Metabolic Syndrome; Diabetes; Inflammation; Cardiovascular Disease; Ion Channel; Nutrition; Plant Physiology,
T12774,Bauxite Residue and Utilization,"This cluster of papers focuses on the management, utilization, and environmental impact of bauxite residue, also known as red mud. It covers topics such as recovery of valuable metals, recycling, alkalinity transformation, and the use of red mud in various applications including cement production and environmental remediation.",28933,201696,domains/3,Physical Sciences,fields/22,Engineering,subfields/2210,Mechanical Engineering,Bauxite Residue; Red Mud; Utilization; Management; Recovery; Recycling; Environmental; Alkalinity; Rare Earths; Catalytic Applications,
T12077,Vacuum and Plasma Arcs,"This cluster of papers focuses on the physics of vacuum arcs and thermal plasmas, including topics such as ion energy distribution, electrode erosion, magnetic field effects, transport properties, and their application in circuit breakers.",28918,180489,domains/3,Physical Sciences,fields/31,Physics and Astronomy,subfields/3107,"Atomic and Molecular Physics, and Optics",Vacuum Arcs; Thermal Plasma; Circuit Breakers; Magnetic Field; Transport Properties; Ion Energy Distribution; Plasma Modeling; Arc Behavior; Electrode Erosion; Ion Charge States,
T14292,"Migration, Policy, and Dickens Studies","This cluster of papers covers a wide range of topics related to migration, education, and policy implications. It includes discussions on immigration policies, integration of migrant students, healthcare systems in transition, curriculum innovation, and the impact of migration on urban development. The papers also delve into the challenges and opportunities associated with asylum seekers, the European Union's approach to migration, and the role of education in addressing the needs of migrant populations.",28908,30891,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3317,Demography,Migration; Education; Policy; Integration; Immigration; Curriculum; Asylum; Urban Development; Healthcare Systems; European Union,
T12199,Vascular Anomalies and Treatments,"This cluster of papers focuses on the diagnosis and management of hereditary hemorrhagic telangiectasia (HHT), a genetic disorder characterized by vascular malformations. It covers topics such as genetics, pulmonary arteriovenous malformations, embolization, epistaxis, liver involvement, SMAD4 mutations, and vascular anomalies.",28879,217905,domains/4,Health Sciences,fields/27,Medicine,subfields/2716,Genetics,Hereditary Hemorrhagic Telangiectasia; Diagnosis; Management; Genetics; Pulmonary Arteriovenous Malformations; Embolization; Epistaxis; Liver Involvement; SMAD4 Mutations; Vascular Anomalies,
T12020,Enhanced Recovery After Surgery,"This cluster of papers focuses on the implementation and impact of Enhanced Recovery After Surgery (ERAS) protocols, including strategies to improve surgical outcomes, perioperative care guidelines, management of postoperative ileus, and the use of multimodal approaches to enhance recovery. The research covers a wide range of surgical procedures, with a particular emphasis on colorectal surgery.",28750,288534,domains/4,Health Sciences,fields/27,Medicine,subfields/2746,Surgery,Enhanced Recovery; Surgical Care; Fast-Track Surgery; Perioperative Care; Colorectal Surgery; Postoperative Ileus; Multimodal Management; Preoperative Fasting; ERAS Protocol; Clinical Pathway,
T14494,American Literature and Culture,"This cluster of papers explores the cultural, social, and environmental impact of the Great Depression in America. It delves into topics such as migration, labor politics, racial discrimination, and the portrayal of poverty in American literature. Additionally, it examines the intersection of environmental history and cultural identity during this tumultuous period.",28738,61989,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1202,History,Great Depression; American literature; Migration; Social inequality; Cultural identity; Labor politics; Environmental history; Racial discrimination; Sociology of poverty; Literary criticism,
T12802,Competency Development and Evaluation,"This cluster of papers explores the concept of competence in various domains such as management, education, healthcare administration, and vocational training. It delves into topics like competency-based management, workplace learning, leadership competencies, and the impact of competence on organizational performance. The papers also discuss the development of competency models, training strategies, and the assessment of managerial competencies.",28714,123299,domains/2,Social Sciences,fields/32,Psychology,subfields/3207,Social Psychology,Competency; Management; Education; Workplace Learning; Vocational Education; Leadership; Healthcare Administration; Performance Management; Training and Development; Human Resource,
T14042,Technology and Security Systems,"This cluster of papers focuses on the applications and technologies related to the Internet of Things (IoT) and Big Data, including data security, deep learning, wireless communication, smart grid, sensor networks, cloud computing, machine learning, and industrial IoT.",28708,18660,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1710,Information Systems,Internet of Things; Big Data; Data Security; Deep Learning; Wireless Communication; Smart Grid; Sensor Networks; Cloud Computing; Machine Learning; Industrial IoT,
T12531,Values and Moral Education,"This cluster of papers focuses on character education in schools, teacher training, and curriculum implementation. It explores topics such as values education, moral development, citizenship education, and the impact of character education on student behavior and school climate.",28707,92871,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Values Education; Moral Development; Teacher Training; Citizenship Education; Character Building; Qualitative Research; Curriculum Implementation; Student Behavior; Literature-based Program; School Climate,
T13203,Environmental Changes in China,"This cluster of papers focuses on the analysis of land use change, its environmental impact, and sustainability in China. It covers topics such as remote sensing, ecosystem services, climate change, wetland landscape, urbanization, and grassland degradation.",28684,59160,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2306,Global and Planetary Change,Land Use Change; Environmental Impact; China; Sustainability; Remote Sensing; Ecosystem Services; Climate Change; Wetland Landscape; Urbanization; Grassland Degradation,
T11807,Infrastructure Resilience and Vulnerability Analysis,"This cluster of papers focuses on the assessment and enhancement of infrastructure resilience, particularly in the context of interdependent systems and disaster management. It explores quantitative analysis, network interdependencies, and vulnerability assessment of critical infrastructure, with a specific emphasis on seismic resilience and transportation networks.",28655,291416,domains/3,Physical Sciences,fields/22,Engineering,subfields/2205,Civil and Structural Engineering,Infrastructure Resilience; Interdependent Systems; Disaster Resilience; Critical Infrastructure; Quantitative Analysis; Network Interdependencies; Seismic Resilience; Transportation Networks; Vulnerability Assessment; Risk Analysis,
T12488,Mental Health via Writing,"This cluster of papers focuses on the analysis of psychological language in social media, particularly related to emotional disclosure, mental health, and expressive writing. It involves the use of natural language processing and machine learning techniques to detect and understand patterns of depression, suicidal ideation, and other mental health indicators in online communication.",28615,185028,domains/2,Social Sciences,fields/32,Psychology,subfields/3207,Social Psychology,Psychological Language Analysis; Social Media; Emotional Disclosure; Mental Health; Natural Language Processing; Depression Detection; Expressive Writing; Machine Learning; Text Analysis; Suicidal Ideation,
T13928,Advanced Sensor Technologies Research,"This cluster of papers focuses on the development, fabrication, and application of thin film thermocouples for high temperature measurements in various environments such as gas turbine engines and harsh manufacturing conditions. The research includes topics such as microfabrication techniques, thermoelectric properties of materials, stability and calibration of sensors, and the use of ceramic materials for sensor construction.",28614,107032,domains/3,Physical Sciences,fields/22,Engineering,subfields/2204,Biomedical Engineering,Thin Film Thermocouples; High Temperature Sensors; Microfabrication; Gas Turbine Engines; Thermoelectric Properties; Ceramic Materials; Transient Temperature Measurement; Metal-Embedded Thermocouples; Stability and Calibration; Harsh Environments,
T12655,Female Genital Mutilation/Cutting Issues,"This cluster of papers focuses on the health consequences, obstetric outcomes, reproductive health, and psychological impact of female genital mutilation (FGM) or cutting. It also explores the cultural, social, ethical, and legal aspects associated with FGM, including its impact on sexual functioning and the physical and psychological well-being of women. The cluster covers a wide range of topics related to FGM, including its prevalence, medicalization, consequences for childbirth, and efforts towards abandonment.",28546,124137,domains/4,Health Sciences,fields/27,Medicine,subfields/2739,"Public Health, Environmental and Occupational Health",Female Genital Mutilation; Obstetric Outcome; Reproductive Health; Labia Minora; Sexual Functioning; Psychological Impact; Cultural Practices; Health Complications; Social Norms; Ethical and Legal Issues,
T12689,Silymarin and Mushroom Poisoning,"This cluster of papers focuses on the use of silymarin, a flavonolignan complex derived from milk thistle, in the treatment of liver diseases, including hepatitis and hepatocellular carcinoma. It explores silymarin's hepatoprotective and antioxidant effects, its potential as a supportive treatment in liver diseases, its role in cancer treatment and chemoprevention, as well as its pharmacokinetics and toxicity.",28544,165100,domains/4,Health Sciences,fields/27,Medicine,subfields/2740,Pulmonary and Respiratory Medicine,Silymarin; Liver Diseases; Hepatoprotective; Antioxidant; Cancer Treatment; Pharmacokinetics; Milk Thistle; Hepatitis C; Chemoprevention; Toxicity,
T12737,Electrical Fault Detection and Protection,"This cluster of papers focuses on the detection and localization of arc faults in electrical systems, particularly in the context of photovoltaic systems and aircraft wiring. The research involves various methods such as reflectometry, time-domain analysis, and machine learning for identifying and pinpointing series faults in wires.",28520,80099,domains/3,Physical Sciences,fields/22,Engineering,subfields/2208,Electrical and Electronic Engineering,Arc Fault; Detection; Localization; Electrical Systems; Reflectometry; Photovoltaic Systems; Time-Domain Analysis; Series Faults; Wire Diagnosis; Aircraft Wiring,
T14148,Kierkegaardian Philosophy and Influence,"This cluster of papers explores existentialist philosophy, with a focus on the works of Kierkegaard and other related literature, aesthetics, authenticity, self-forgiveness, suffering, ethics, and the intersection of existentialism with religion.",28517,35962,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1211,Philosophy,Kierkegaard; Existentialism; Philosophy; Literature; Aesthetics; Authenticity; Self-forgiveness; Suffering; Ethics; Religion,
T12876,Potassium and Related Disorders,"This cluster of papers focuses on the management of hyperkalemia, particularly in patients with kidney diseases. It covers various aspects such as the use of renin-angiotensin-aldosterone system inhibitors, potassium homeostasis, and the effectiveness of treatments like sodium zirconium cyclosilicate and patiromer. Additionally, it explores the association of hyperkalemia with conditions like chronic kidney disease, heart failure, and gastrointestinal adverse events.",28497,198087,domains/4,Health Sciences,fields/27,Medicine,subfields/2740,Pulmonary and Respiratory Medicine,Hyperkalemia; Renin-Angiotensin-Aldosterone System Inhibitors; Potassium Homeostasis; Sodium Zirconium Cyclosilicate; Patiromer; Chronic Kidney Disease; Electrolyte Disorders; Gastrointestinal Adverse Events; Heart Failure; Esophageal Necrosis,
T11347,Neural Networks Stability and Synchronization,"This cluster of papers focuses on the synchronization of complex dynamical networks, particularly addressing topics such as pinning control, global stability, time delays, impulsive control, and stochasticity in neural networks and memristor-based networks.",28466,523250,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1705,Computer Networks and Communications,Synchronization; Complex Networks; Dynamical Systems; Pinning Control; Global Stability; Time Delays; Neural Networks; Impulsive Control; Stochasticity; Memristor-based Networks,
T13477,Sustainable Design and Development,"This cluster of papers covers a wide range of topics related to sustainable design, urban development, and environmental management. It includes discussions on circular economy, resource recovery, green urbanism, climate change, product development, biomimicry, and social innovation.",28455,30435,domains/3,Physical Sciences,fields/22,Engineering,subfields/2215,Building and Construction,Sustainable Design; Urban Development; Circular Economy; Environmental Management; Resource Recovery; Green Urbanism; Climate Change; Product Development; Biomimicry; Social Innovation,
T14290,Education Methods and Practices,"This cluster of papers explores the impact and implementation of Montessori education, focusing on child development, alternative education methods, teacher training, looping classroom environments, early childhood education, educational philosophy, student achievement, social justice education, and cognitive development.",28445,121119,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Montessori Education; Child Development; Alternative Education; Teacher Training; Looping Classroom; Early Childhood Education; Educational Philosophy; Student Achievement; Social Justice Education; Cognitive Development,
